CO_ID;DATA;CL_ID;CL_GENERO;CL_EC;CL_FHL;CL_SEG;QTD_ITENS_DISTINTOS;QTD_UNIDADES;QTD_CATEGORIAS_DISTINTAS
498058;2021-02-14;536;M;4;0;B;23;24;4
498143;2021-02-14;759;F;3;0;B;3;3;1
498236;2021-02-14;357;M;2;2;C;6;6;2
498309;2021-02-14;594;F;3;1;C;32;37;7
498353;2021-02-14;584;M;3;0;B;51;52;5
498421;2021-02-14;310;M;4;3;C;17;17;5
498436;2021-02-14;373;F;4;2;B;64;74;7
498504;2021-02-14;642;M;2;3;B;49;54;6
498534;2021-02-14;727;M;4;2;C;52;60;6
498610;2021-02-14;847;M;4;2;A;8;8;4
498686;2021-02-14;933;M;2;2;B;69;83;6
498709;2021-02-14;797;M;2;4;B;71;83;7
498721;2021-02-14;878;F;4;3;C;66;73;6
498759;2021-02-14;470;M;3;1;B;52;56;5
498813;2021-02-14;696;M;2;0;B;33;36;5
498833;2021-02-14;85;M;1;0;B;58;67;6
498878;2021-02-14;366;M;3;4;B;10;11;3
498916;2021-02-14;525;M;1;4;B;53;59;6
498939;2021-02-14;576;M;3;0;B;49;55;6
498965;2021-02-16;136;F;2;1;B;15;15;4
499049;2021-02-16;953;M;1;1;B;56;66;6
499103;2021-02-16;958;M;2;3;B;43;49;4
499130;2021-02-16;848;F;5;3;A;70;84;6
499206;2021-02-16;508;F;3;0;B;10;10;5
499300;2021-02-16;370;M;1;4;B;71;88;6
499320;2021-02-16;137;F;4;1;B;68;82;6
499330;2021-02-16;176;F;2;0;B;60;72;6
499400;2021-02-16;820;M;1;4;B;24;27;6
499438;2021-02-16;54;M;1;0;A;48;55;6
499465;2021-02-16;9;F;2;0;B;40;46;3
499547;2021-02-16;60;F;2;3;B;19;20;6
499564;2021-02-16;847;M;4;2;A;68;80;6
499643;2021-02-16;888;F;4;2;B;52;57;6
499722;2021-02-16;114;F;3;3;B;1;1;1
499790;2021-02-16;482;M;4;2;B;8;8;3
499868;2021-02-16;706;F;2;0;A;13;13;4
499900;2021-02-16;574;F;2;2;B;11;11;3
499903;2021-02-16;559;F;3;1;A;51;63;5
499940;2021-02-16;717;F;3;0;B;63;69;7
499975;2021-02-16;476;M;3;0;C;72;84;6
500009;2021-02-16;678;F;3;0;C;8;8;2
500011;2021-02-16;629;M;3;0;C;6;6;2
500044;2021-02-16;496;F;2;0;B;38;49;5
500056;2021-02-16;343;F;1;0;B;50;53;7
500137;2021-02-16;71;F;3;1;B;38;40;5
500139;2021-02-16;385;F;2;0;B;46;49;5
500175;2021-02-16;580;M;3;0;B;43;46;5
500261;2021-02-16;255;M;4;0;B;66;81;5
500341;2021-02-16;712;F;2;3;B;69;88;6
500344;2021-02-16;3;F;4;0;B;5;5;3
500410;2021-02-16;636;M;2;2;B;71;89;6
500420;2021-02-16;959;M;5;1;B;70;80;7
500509;2021-02-16;392;M;2;2;C;57;62;7
500516;2021-02-16;895;M;3;0;B;56;68;6
500526;2021-02-16;611;M;4;0;B;5;5;2
500581;2021-02-16;11;F;4;0;A;3;3;2
500630;2021-02-16;646;F;1;0;B;48;58;4
500723;2021-02-16;543;M;2;2;B;18;18;4
500727;2021-02-16;987;F;1;0;B;28;31;6
500754;2021-02-16;636;M;2;2;B;68;88;6
500777;2021-02-16;547;F;3;4;C;54;58;5
500864;2021-02-16;250;F;4;1;B;25;27;5
500866;2021-02-16;813;F;4;0;C;9;9;4
500867;2021-02-16;255;M;4;0;B;20;21;3
500939;2021-02-16;660;F;3;0;C;70;77;6
500970;2021-02-16;760;F;2;0;A;71;87;5
501047;2021-02-16;394;M;1;0;B;11;12;3
501087;2021-02-16;326;F;1;0;B;69;85;5
501167;2021-02-16;986;M;4;0;B;65;75;6
501266;2021-02-16;120;F;4;3;A;19;19;5
501298;2021-02-16;178;M;3;0;A;29;32;5
501347;2021-02-16;377;F;1;0;B;12;13;4
501435;2021-02-16;966;F;4;2;B;7;7;4
501491;2021-02-16;618;M;4;3;B;19;19;5
501579;2021-02-16;945;F;2;3;B;19;20;6
501617;2021-02-16;249;F;4;0;B;70;85;6
501677;2021-02-16;293;M;4;0;B;16;18;4
501748;2021-02-16;209;F;4;0;B;35;35;6
501775;2021-02-20;445;M;2;0;B;21;22;5
501814;2021-02-20;833;F;1;4;B;23;23;4
501855;2021-02-20;436;M;2;4;B;7;7;4
501923;2021-02-20;71;F;3;1;B;41;43;6
501940;2021-02-20;470;M;3;1;B;46;50;6
501989;2021-02-20;52;F;1;0;A;61;74;5
502030;2021-02-20;807;M;1;3;B;41;45;5
502110;2021-02-20;509;F;2;3;C;57;67;6
502185;2021-02-20;97;F;4;1;B;4;4;2
502243;2021-02-20;969;M;1;3;B;51;58;5
502335;2021-02-20;372;M;1;4;B;5;5;3
502355;2021-02-20;712;F;2;3;B;9;9;4
502390;2021-02-20;602;M;3;0;B;15;15;5
502455;2021-02-20;487;F;3;0;C;16;16;5
502485;2021-02-20;787;F;3;0;A;18;18;5
502584;2021-02-20;670;M;4;0;C;43;49;6
502672;2021-02-20;414;F;1;0;B;27;30;5
502732;2021-02-20;792;F;2;0;B;48;50;5
502775;2021-02-20;215;M;2;4;B;70;87;6
502819;2021-02-20;566;F;4;0;B;39;40;5
502840;2021-02-20;200;F;3;0;B;58;69;5
502867;2021-02-20;549;M;2;3;C;46;55;6
502903;2021-02-20;268;M;4;0;B;46;53;7
502945;2021-02-20;307;M;1;0;B;32;33;6
503011;2021-02-20;889;F;3;4;B;68;79;6
503029;2021-02-20;917;M;1;0;A;53;66;7
503105;2021-02-20;900;F;3;0;B;44;49;5
503148;2021-02-20;265;M;2;3;B;46;53;6
503246;2021-02-20;366;M;3;4;B;39;43;5
503249;2021-02-20;227;F;3;0;C;60;73;7
503280;2021-02-20;971;F;1;2;A;45;51;5
503365;2021-02-20;639;M;2;0;C;72;89;6
503409;2021-02-20;736;M;1;0;C;67;81;6
503474;2021-02-20;191;M;3;0;B;39;43;4
503532;2021-02-20;654;M;1;1;B;19;19;4
503621;2021-02-20;930;F;4;1;B;12;14;5
503628;2021-02-24;884;F;3;2;C;32;34;5
503706;2021-02-24;787;F;3;0;A;39;44;5
503723;2021-02-24;184;M;1;3;B;74;85;6
503789;2021-02-24;767;F;1;0;B;42;47;6
503790;2021-02-24;650;F;2;0;C;59;68;6
503834;2021-02-24;270;F;3;1;B;54;61;5
503888;2021-02-24;583;F;2;0;B;67;81;6
503946;2021-02-24;638;M;3;1;B;37;40;6
503976;2021-02-24;814;M;4;0;B;76;88;6
504040;2021-02-24;820;M;1;4;B;14;14;5
504086;2021-02-24;837;F;2;0;C;12;13;4
504104;2021-02-24;100;F;2;3;C;7;8;3
504176;2021-02-24;22;M;1;0;B;73;86;6
504198;2021-02-24;887;F;3;0;B;22;26;5
504286;2021-02-24;838;F;1;0;C;4;4;2
504368;2021-02-24;813;F;4;0;C;40;45;6
504446;2021-02-24;310;M;4;3;C;70;83;6
504525;2021-02-24;543;M;2;2;B;26;26;5
504565;2021-02-24;755;M;3;4;B;43;48;6
504608;2021-02-24;911;F;2;0;B;32;35;5
504637;2021-02-24;884;F;3;2;C;50;61;7
504674;2021-02-24;753;F;1;3;C;57;62;7
504738;2021-02-24;624;M;4;0;B;55;63;6
504791;2021-02-24;417;M;4;1;B;11;12;3
504832;2021-02-24;314;F;1;1;A;47;53;5
504840;2021-02-24;413;M;3;2;B;41;49;4
504891;2021-02-24;148;M;3;4;A;38;43;5
504956;2021-02-24;68;F;2;1;A;6;6;4
505009;2021-02-24;100;F;2;3;C;14;15;5
505047;2021-02-24;60;F;2;3;B;69;80;6
505091;2021-02-24;151;F;1;0;B;65;74;6
505101;2021-02-24;492;F;2;1;C;66;77;5
505144;2021-02-24;108;M;1;0;B;10;10;3
505165;2021-02-24;853;M;5;2;A;64;75;6
505223;2021-02-24;101;F;1;0;C;33;35;4
505286;2021-02-24;560;M;2;0;B;7;7;4
505379;2021-02-27;643;F;4;0;C;62;74;6
505474;2021-02-27;12;M;1;1;A;49;56;4
505514;2021-02-27;13;M;2;1;B;51;59;6
505613;2021-02-27;288;M;2;0;B;1;1;1
505685;2021-02-27;357;M;2;2;C;28;28;4
505757;2021-02-27;89;F;3;3;C;73;83;6
505801;2021-02-27;947;F;3;1;B;55;65;6
505892;2021-02-27;426;F;3;0;C;69;75;6
505976;2021-02-27;780;M;3;2;B;23;23;4
505986;2021-02-27;886;F;5;1;B;71;82;6
505995;2021-02-27;83;M;1;4;B;49;53;4
506078;2021-02-27;14;M;1;3;B;60;69;5
506098;2021-02-27;628;M;3;0;B;26;27;3
506139;2021-02-27;660;F;3;0;C;41;49;6
506232;2021-02-27;908;M;3;2;C;48;55;6
506330;2021-02-27;839;F;1;3;B;52;64;6
506331;2021-02-27;206;F;3;1;C;6;6;2
506413;2021-02-27;581;F;4;2;C;36;38;4
506458;2021-02-27;543;M;2;2;B;19;20;4
506517;2021-02-27;598;F;4;0;B;35;38;5
506589;2021-02-27;397;F;1;0;B;47;56;6
506622;2021-02-27;489;F;4;3;B;50;59;6
506695;2021-02-27;164;M;2;3;A;29;32;6
506770;2021-02-27;655;M;2;0;B;45;49;6
506840;2021-02-27;299;F;3;1;C;31;33;6
506847;2021-02-27;318;M;1;2;B;21;23;5
506858;2021-02-27;541;F;3;0;B;19;19;5
506894;2021-02-27;715;F;3;4;B;22;22;4
506919;2021-02-27;793;M;1;3;B;18;19;5
506973;2021-02-27;26;F;4;1;A;5;5;3
507043;2021-02-27;323;M;1;3;B;25;26;4
507137;2021-02-27;587;M;1;0;B;71;89;6
507147;2021-02-27;824;F;1;0;B;73;88;6
507175;2021-02-27;492;F;2;1;C;35;37;5
507241;2021-02-27;560;M;2;0;B;4;4;2
507249;2021-02-27;579;F;3;0;B;23;23;4
507269;2021-02-27;17;M;4;0;B;9;9;4
507359;2021-02-27;775;F;2;3;B;1;1;1
507440;2021-02-27;467;F;2;2;B;65;78;6
507490;2021-02-27;51;F;3;0;B;13;14;4
507583;2021-02-27;516;M;1;0;C;50;54;6
507621;2021-02-27;317;M;3;0;B;60;67;6
507624;2021-02-27;661;M;3;0;B;57;68;6
507659;2021-02-27;404;M;4;0;B;71;88;6
507683;2021-02-27;255;M;4;0;B;65;78;6
507738;2021-02-27;971;F;1;2;A;41;45;4
507739;2021-02-27;341;M;2;0;C;15;15;3
507824;2021-02-27;402;M;2;0;C;23;23;4
507857;2021-02-27;598;F;4;0;B;41;44;5
507906;2021-02-27;345;F;2;3;B;64;77;6
507911;2021-02-27;417;M;4;1;B;37;39;6
507927;2021-02-27;131;F;2;0;C;20;22;4
508026;2021-02-27;988;F;2;0;C;19;21;4
508027;2021-02-27;955;F;3;2;C;63;76;6
508030;2021-02-27;468;M;3;1;C;32;35;6
508108;2021-02-27;372;M;1;4;B;1;1;1
508131;2021-02-27;343;F;1;0;B;39;46;6
508138;2021-02-27;636;M;2;2;B;59;75;7
508150;2021-02-27;95;M;1;0;B;42;44;5
508229;2021-02-27;682;F;2;2;B;59;65;6
508258;2021-02-27;345;F;2;3;B;39;45;5
508347;2021-03-03;107;F;2;0;C;7;7;2
508368;2021-03-03;146;F;2;0;B;22;22;4
508447;2021-03-03;905;M;1;0;B;3;3;2
508484;2021-03-03;625;F;4;0;C;63;83;5
508554;2021-03-03;509;F;2;3;C;80;89;6
508610;2021-03-03;17;M;4;0;B;72;89;7
508658;2021-03-03;286;M;4;0;B;66;79;6
508661;2021-03-03;301;F;3;0;C;71;84;6
508749;2021-03-03;310;M;4;3;C;4;4;3
508801;2021-03-03;708;F;2;2;B;66;85;6
508896;2021-03-03;640;M;4;0;C;72;85;6
508933;2021-06-03;580;M;3;0;B;70;77;7
508986;2021-06-03;695;M;2;0;A;4;4;3
509012;2021-06-03;398;F;4;1;B;11;11;4
509048;2021-06-03;208;M;3;0;B;51;62;6
509125;2021-06-03;266;F;3;3;B;66;75;5
509223;2021-06-03;936;F;3;2;B;65;73;6
509260;2021-06-03;35;M;3;0;B;38;44;3
509340;2021-06-03;737;F;2;1;C;54;62;5
509425;2021-06-03;901;F;4;1;B;70;86;7
509480;2021-06-03;412;M;2;0;B;4;4;3
509503;2021-06-03;959;M;5;1;B;16;17;5
509588;2021-06-03;650;F;2;0;C;58;64;6
509596;2021-06-03;737;F;2;1;C;53;63;6
509672;2021-06-03;205;M;2;4;B;31;33;5
509766;2021-06-03;122;M;3;3;B;37;39;4
509850;2021-06-03;415;F;3;0;B;63;70;6
509865;2021-06-03;92;M;4;1;B;9;9;4
509940;2021-06-03;320;M;3;4;B;7;8;4
509943;2021-06-03;394;M;1;0;B;20;21;7
509945;2021-06-03;635;F;4;0;B;35;36;5
510040;2021-06-03;783;F;1;0;B;6;6;3
510111;2021-06-03;924;F;2;2;B;29;32;4
510115;2021-06-03;138;F;3;2;B;66;86;6
510190;2021-06-03;129;M;2;0;A;42;50;5
510216;2021-06-03;328;M;2;0;B;58;63;6
510292;2021-06-03;40;M;2;1;B;3;3;2
510317;2021-06-03;547;F;3;4;C;72;88;7
510331;2021-06-03;545;M;2;2;B;6;6;4
510347;2021-06-03;186;M;2;4;C;20;23;5
510443;2021-06-03;866;M;2;2;C;39;41;5
510519;2021-06-03;192;F;4;0;B;7;7;2
510548;2021-06-03;622;F;3;0;B;37;41;6
510570;2021-06-03;142;F;1;0;B;58;65;5
510655;2021-06-03;303;M;3;4;B;20;23;5
510730;2021-06-03;571;F;2;0;B;15;16;5
510800;2021-06-03;773;M;4;0;B;37;43;5
510824;2021-06-03;111;M;2;4;C;2;2;2
510903;2021-06-03;454;F;1;0;B;68;76;7
510940;2021-06-03;160;F;3;4;B;65;74;7
511005;2021-06-03;223;F;3;0;B;28;31;6
511025;2021-06-03;234;M;3;4;B;39;42;6
511093;2021-06-03;354;F;2;0;B;46;54;7
511134;2021-06-03;143;F;1;4;B;41;45;7
511146;2021-06-03;759;F;3;0;B;33;35;5
511203;2021-06-03;270;F;3;1;B;53;59;4
511223;2021-06-03;18;M;4;0;C;29;31;5
511230;2021-06-03;664;M;3;1;B;61;69;6
511243;2021-06-03;283;M;4;1;B;7;7;3
511299;2021-06-03;613;F;3;0;B;59;70;6
511338;2021-06-03;942;M;1;0;B;64;73;5
511374;2021-06-03;263;M;3;0;B;66;76;7
511399;2021-06-03;928;F;5;1;B;75;86;7
511451;2021-06-03;840;F;3;3;C;42;46;7
511518;2021-06-03;485;M;3;3;B;35;36;5
511564;2021-06-03;123;F;3;2;B;63;76;6
511570;2021-06-03;468;M;3;1;C;37;43;5
511642;2021-06-03;809;F;3;3;B;27;27;5
511650;2021-06-03;73;M;1;0;A;31;35;6
511740;2021-06-03;946;M;3;0;B;8;8;3
511758;2021-06-03;73;M;1;0;A;33;35;6
511821;2021-06-03;739;F;2;3;B;19;19;6
511878;2021-06-03;816;M;4;0;C;16;17;5
511943;2021-06-03;605;M;4;2;B;74;88;5
511987;2021-06-03;890;M;3;0;C;71;87;6
512004;2021-06-03;932;M;4;1;B;60;73;6
512066;2021-06-03;279;M;1;2;B;33;37;5
512154;2021-06-03;424;M;1;4;B;54;61;6
512176;2021-06-03;128;F;2;0;B;39;40;7
512198;2021-06-03;676;M;2;3;B;54;58;7
512254;2021-06-03;863;F;1;4;B;34;36;5
512315;2021-06-03;487;F;3;0;C;46;50;6
512340;2021-06-03;329;F;3;0;B;17;19;3
512417;2021-06-03;688;M;1;1;A;50;59;5
512474;2021-06-03;911;F;2;0;B;4;4;4
512557;2021-06-03;368;M;4;0;C;20;20;5
512635;2021-06-03;264;F;4;1;B;63;76;7
512657;2021-06-03;116;M;4;0;B;14;14;3
512691;2021-06-03;761;F;1;4;B;71;84;6
512713;2021-06-03;419;F;2;1;B;74;79;6
512752;2021-06-03;781;M;4;0;B;64;71;7
512788;2021-06-03;318;M;1;2;B;71;85;5
512844;2021-06-03;112;M;4;0;B;62;73;6
512853;2021-06-03;397;F;1;0;B;16;18;4
512870;2021-06-03;303;M;3;4;B;69;81;7
512935;2021-06-03;228;F;4;0;C;27;29;4
513020;2021-06-03;822;M;2;3;B;69;80;6
513025;2021-09-03;369;F;3;4;C;64;73;6
513076;2021-09-03;378;F;2;0;C;45;50;5
513169;2021-09-03;908;M;3;2;C;4;4;1
513261;2021-09-03;95;M;1;0;B;25;27;6
513312;2021-09-03;48;M;4;1;B;53;60;6
513383;2021-09-03;508;F;3;0;B;53;62;6
513453;2021-09-03;739;F;2;3;B;63;74;7
513541;2021-09-03;627;M;3;1;B;26;30;7
513624;2021-09-03;129;M;2;0;A;51;60;6
513669;2021-09-03;230;M;1;4;A;42;49;5
513752;2021-09-03;295;F;1;3;B;73;85;5
513797;2021-09-03;494;F;5;1;C;60;66;7
513845;2021-09-03;255;M;4;0;B;7;7;4
513866;2021-09-03;985;M;1;0;B;26;26;4
513875;2021-09-03;683;F;3;0;B;51;54;5
513909;2021-09-03;332;F;3;4;C;74;81;6
513939;2021-09-03;320;M;3;4;B;50;56;6
513987;2021-09-03;759;F;3;0;B;13;13;4
514052;2021-09-03;364;F;4;2;C;1;1;1
514068;2021-09-03;702;M;1;0;B;53;58;7
514104;2021-09-03;856;F;5;1;B;47;50;5
514136;2021-09-03;919;F;2;0;C;77;86;6
514211;2021-09-03;905;M;1;0;B;15;15;4
514262;2021-09-03;890;M;3;0;C;73;87;6
514338;2021-09-03;813;F;4;0;C;25;26;5
514397;2021-09-03;492;F;2;1;C;19;19;5
514447;2021-09-03;323;M;1;3;B;41;42;5
514523;2021-09-03;692;F;4;0;B;1;1;1
514603;2021-09-03;848;F;5;3;A;68;86;6
514693;2021-09-03;495;F;2;3;A;32;35;5
514787;2021-09-03;153;M;4;1;B;34;40;6
514788;2021-09-03;151;F;1;0;B;35;41;6
514820;2021-09-03;751;F;2;0;B;62;71;6
514901;2021-09-03;387;M;2;2;B;52;63;6
514949;2021-09-03;839;F;1;3;B;50;57;6
514990;2021-09-03;630;M;1;2;C;23;23;5
514996;2021-09-03;874;F;3;3;B;6;6;3
515051;2021-09-03;699;F;1;0;C;63;73;6
515094;2021-09-03;734;F;4;2;B;40;44;6
515113;2021-09-03;960;F;4;2;B;51;54;5
515156;2021-09-03;865;F;1;0;B;15;15;4
515236;2021-09-03;235;F;4;0;B;59;67;5
515239;2021-09-03;153;M;4;1;B;47;53;5
515283;2021-09-03;823;M;5;3;B;29;33;5
515379;2021-09-03;652;F;4;0;B;72;85;6
515380;2021-09-03;203;F;3;0;A;58;66;5
515395;2021-09-03;870;F;1;0;B;55;57;5
515448;2021-09-03;454;F;1;0;B;38;42;5
515449;2021-09-03;462;F;4;0;A;9;9;4
515458;2021-09-03;110;M;3;0;C;21;21;4
515512;2021-09-03;60;F;2;3;B;71;83;5
515602;2021-09-03;872;M;3;4;A;12;12;4
515611;2021-09-03;99;F;1;4;C;43;44;5
515698;2021-09-03;838;F;1;0;C;41;45;6
515761;2021-09-03;231;F;4;2;B;28;28;5
515834;2021-09-03;579;F;3;0;B;14;14;3
515889;2021-09-03;710;F;3;1;C;15;16;4
515926;2021-09-03;231;F;4;2;B;59;70;6
515975;2021-09-03;446;M;1;4;B;4;4;2
516028;2021-09-03;37;M;3;0;B;36;40;6
516097;2021-09-03;360;M;4;0;B;63;75;6
516115;2021-09-03;301;F;3;0;C;56;65;6
516133;2021-09-03;54;M;1;0;A;45;46;4
516204;2021-09-03;11;F;4;0;A;28;29;6
516207;2021-09-03;786;F;1;4;C;65;75;7
516269;2021-09-03;550;M;4;0;B;29;31;4
516351;2021-09-03;18;M;4;0;C;26;27;5
516356;2021-09-03;429;M;4;0;C;20;21;3
516436;2021-09-03;263;M;3;0;B;69;83;6
516518;2021-09-03;109;M;2;1;B;40;42;7
516598;2021-09-03;817;M;3;0;B;66;76;6
516696;2021-09-03;571;F;2;0;B;71;89;6
516762;2021-09-03;303;M;3;4;B;27;28;4
516798;2021-09-03;468;M;3;1;C;52;57;6
516889;2021-09-03;12;M;1;1;A;5;5;4
516950;2021-09-03;380;M;3;4;B;8;9;4
516962;2021-09-03;816;M;4;0;C;58;62;6
516984;2021-09-03;1;M;1;0;C;12;14;3
517009;2021-09-03;702;M;1;0;B;32;32;6
517022;2021-09-03;995;M;3;1;B;19;20;4
517094;2021-09-03;14;M;1;3;B;56;69;6
517096;2021-09-03;536;M;4;0;B;40;44;4
517115;2021-09-03;330;F;1;0;B;75;89;5
517134;2021-09-03;217;F;3;0;B;36;42;5
517169;2021-09-03;224;M;4;0;B;69;81;6
517233;2021-09-03;853;M;5;2;A;55;65;6
517239;2021-09-03;972;M;4;0;C;43;50;7
517308;2021-09-03;634;F;2;0;C;42;48;7
517357;2021-09-03;886;F;5;1;B;54;61;6
517414;2021-09-03;154;M;2;3;B;29;29;6
517426;2021-09-03;650;F;2;0;C;37;39;7
517505;2021-09-03;868;M;4;0;B;51;61;5
517574;2021-09-03;977;M;1;0;C;74;85;6
517669;2021-09-03;345;F;2;3;B;62;75;6
517705;2021-09-03;176;F;2;0;B;12;12;3
517770;2021-09-03;287;F;1;0;B;44;54;7
517808;2021-03-16;884;F;3;2;C;22;23;4
517848;2021-03-16;916;F;3;4;C;42;52;4
517898;2021-03-16;363;F;1;0;B;23;23;5
517956;2021-03-16;381;F;1;1;B;48;53;6
518039;2021-03-16;637;F;1;0;B;26;26;5
518071;2021-03-16;405;F;4;0;B;61;66;6
518147;2021-03-16;746;M;3;0;C;64;74;5
518204;2021-03-16;468;M;3;1;C;20;21;5
518270;2021-03-16;510;F;4;0;B;48;54;6
518297;2021-03-16;842;M;5;2;B;11;11;3
518328;2021-03-16;594;F;3;1;C;46;51;5
518386;2021-03-16;880;M;3;2;B;26;30;4
518451;2021-03-16;989;M;2;0;B;59;66;5
518546;2021-03-16;241;M;4;1;B;55;63;7
518568;2021-03-16;47;F;4;0;B;10;10;3
518643;2021-03-16;718;F;3;2;B;52;63;5
518734;2021-03-16;294;F;4;0;C;70;83;7
518759;2021-03-16;781;M;4;0;B;29;35;5
518823;2021-03-16;479;F;1;0;B;70;84;5
518850;2021-03-16;497;M;3;0;B;38;46;5
518858;2021-03-16;711;M;4;2;B;15;16;6
518906;2021-03-16;26;F;4;1;A;59;67;6
518955;2021-03-16;803;F;2;0;A;63;77;5
519029;2021-03-16;956;M;5;1;C;53;60;5
519040;2021-03-16;915;F;3;0;B;16;17;4
519076;2021-03-16;95;M;1;0;B;5;5;2
519110;2021-03-16;463;M;3;3;B;44;47;6
519173;2021-03-16;965;M;3;0;B;1;1;1
519197;2021-03-16;147;M;1;0;A;59;69;6
519225;2021-03-16;512;M;4;0;B;59;62;6
519300;2021-03-16;628;M;3;0;B;54;60;5
519351;2021-03-16;44;F;4;0;C;34;37;5
519433;2021-03-16;502;M;4;0;C;32;33;6
519463;2021-03-16;348;F;3;0;A;21;22;5
519515;2021-03-16;679;F;3;3;B;55;62;6
519605;2021-03-16;108;M;1;0;B;64;79;6
519625;2021-03-16;192;F;4;0;B;70;79;6
519635;2021-03-16;564;M;3;2;B;46;54;7
519646;2021-03-16;7;M;1;3;B;62;73;5
519730;2021-03-16;638;M;3;1;B;11;12;3
519813;2021-03-16;414;F;1;0;B;15;17;4
519849;2021-03-16;286;M;4;0;B;36;36;5
519941;2021-03-16;202;M;1;0;B;12;12;5
519983;2021-03-16;600;M;2;4;C;29;32;5
520033;2021-03-16;45;M;2;0;A;39;46;5
520084;2021-03-16;512;M;4;0;B;33;35;6
520095;2021-03-16;335;F;3;0;C;36;39;5
520177;2021-03-16;788;F;4;2;B;73;81;6
520185;2021-03-16;137;F;4;1;B;57;68;6
520258;2021-03-16;297;M;4;0;B;54;60;5
520287;2021-03-16;932;M;4;1;B;38;42;5
520330;2021-03-16;43;M;2;0;B;55;67;5
520378;2021-03-16;814;M;4;0;B;34;41;5
520401;2021-03-16;501;M;1;0;B;30;33;5
520438;2021-03-16;103;M;3;4;B;58;66;4
520514;2021-03-16;543;M;2;2;B;3;3;3
520565;2021-03-16;713;F;1;3;C;51;59;6
520634;2021-03-16;523;M;3;0;B;73;88;7
520693;2021-03-16;473;F;4;3;B;60;72;6
520699;2021-03-16;263;M;3;0;B;49;62;6
520748;2021-03-16;557;F;2;0;A;75;88;7
520795;2021-03-16;373;F;4;2;B;2;2;2
520880;2021-03-16;619;M;4;1;B;24;24;5
520958;2021-03-16;790;F;3;0;B;56;67;5
521012;2021-03-18;109;M;2;1;B;73;86;5
521095;2021-03-18;311;F;4;0;C;10;10;4
521129;2021-03-18;92;M;4;1;B;60;68;5
521179;2021-03-18;610;M;2;0;B;42;45;6
521238;2021-03-18;606;M;1;0;B;64;70;5
521310;2021-03-18;13;M;2;1;B;62;74;6
521384;2021-03-18;924;F;2;2;B;31;33;5
521457;2021-03-18;335;F;3;0;C;17;18;4
521543;2021-03-18;227;F;3;0;C;49;52;6
521604;2021-03-18;887;F;3;0;B;59;68;6
521651;2021-03-18;949;M;1;0;B;58;66;6
521689;2021-03-18;723;M;4;0;B;48;54;5
521785;2021-03-18;390;F;2;0;B;40;43;4
521825;2021-03-18;275;M;4;0;B;16;16;5
521854;2021-03-18;239;M;4;2;C;33;34;4
521916;2021-03-18;727;M;4;2;C;75;86;6
522009;2021-03-18;547;F;3;4;C;16;16;3
522048;2021-03-18;408;F;4;0;B;59;65;6
522077;2021-03-18;904;M;1;2;B;68;80;5
522174;2021-03-18;804;F;4;3;B;34;35;4
522180;2021-03-18;496;F;2;0;B;25;28;3
522208;2021-03-18;231;F;4;2;B;37;41;4
522248;2021-03-18;123;F;3;2;B;66;74;7
522316;2021-03-18;549;M;2;3;C;63;76;6
522396;2021-03-18;386;M;4;2;A;25;28;4
522444;2021-03-18;432;F;1;0;C;60;74;7
522474;2021-03-18;672;F;4;0;B;66;78;6
522565;2021-03-18;866;M;2;2;C;53;57;6
522577;2021-03-18;644;M;1;0;C;69;83;6
522619;2021-03-18;418;M;2;2;A;31;36;4
522680;2021-03-18;120;F;4;3;A;4;4;3
522750;2021-03-18;516;M;1;0;C;55;58;7
522829;2021-03-18;268;M;4;0;B;62;71;6
522924;2021-03-18;863;F;1;4;B;29;30;5
522967;2021-03-18;328;M;2;0;B;55;67;6
523044;2021-03-18;405;F;4;0;B;2;2;2
523104;2021-03-18;386;M;4;2;A;16;17;4
523155;2021-03-18;111;M;2;4;C;67;76;5
523248;2021-03-18;57;M;2;0;B;18;19;5
523285;2021-03-18;534;M;4;1;C;28;31;3
523379;2021-03-18;206;F;3;1;C;54;63;5
523413;2021-03-18;933;M;2;2;B;40;42;5
523466;2021-03-18;522;M;1;2;A;46;53;7
523503;2021-03-18;217;F;3;0;B;34;38;6
523554;2021-03-18;333;F;2;0;C;68;78;6
523567;2021-03-18;419;F;2;1;B;71;84;6
523605;2021-03-18;400;F;4;1;C;10;10;3
523697;2021-03-18;749;F;4;1;B;3;3;2
523727;2021-03-18;212;F;2;1;B;23;24;5
523794;2021-03-18;921;M;2;3;B;54;68;6
523804;2021-03-18;488;M;3;2;B;47;53;6
523868;2021-03-18;356;M;2;4;A;1;1;1
523900;2021-03-18;16;M;1;4;C;16;16;5
523931;2021-03-18;496;F;2;0;B;33;37;7
523997;2021-03-18;262;M;1;2;B;12;12;4
524091;2021-03-18;174;M;4;3;C;20;20;4
524172;2021-03-18;212;F;2;1;B;70;84;7
524192;2021-03-18;780;M;3;2;B;13;13;3
524199;2021-03-18;107;F;2;0;C;32;34;4
524297;2021-03-18;136;F;2;1;B;50;56;5
524375;2021-03-18;836;F;2;0;B;47;51;6
524403;2021-03-18;60;F;2;3;B;13;13;4
524486;2021-03-18;629;M;3;0;C;54;66;6
524522;2021-03-18;8;F;3;0;B;65;78;4
524550;2021-03-18;883;M;1;0;B;51;56;6
524636;2021-03-18;441;M;4;2;B;43;46;5
